sentid	contextid	pairid	comparison	lemma	condition	sentence	ROI
887	5	444	unexpected	demolish	simple	The teacher demolish	2
888	5	444	expected	demolish	simple	The teacher demolishes	2
889	5	445	unexpected	demonstrate	simple	The teacher demonstrate	2
890	5	445	expected	demonstrate	simple	The teacher demonstrates	2
891	5	446	unexpected	denude	simple	The teacher denude	2
892	5	446	expected	denude	simple	The teacher denudes	2
893	5	447	unexpected	deny	simple	The teacher deny	2
894	5	447	expected	deny	simple	The teacher denies	2
895	5	448	unexpected	depart	simple	The teacher depart	2
896	5	448	expected	depart	simple	The teacher departs	2
897	5	449	unexpected	depend	simple	The teacher depend	2
898	5	449	expected	depend	simple	The teacher depends	2
899	5	450	unexpected	depict	simple	The teacher depict	2
900	5	450	expected	depict	simple	The teacher depicts	2
901	5	451	unexpected	deposit	simple	The teacher deposit	2
902	5	451	expected	deposit	simple	The teacher deposits	2
903	5	452	unexpected	depress	simple	The teacher depress	2
904	5	452	expected	depress	simple	The teacher depresses	2
905	5	453	unexpected	deprive	simple	The teacher deprive	2
906	5	453	expected	deprive	simple	The teacher deprives	2
907	5	454	unexpected	derail	simple	The teacher derail	2
908	5	454	expected	derail	simple	The teacher derails	2
909	5	455	unexpected	deregulate	simple	The teacher deregulate	2
910	5	455	expected	deregulate	simple	The teacher deregulates	2
911	5	456	unexpected	describe	simple	The teacher describe	2
912	5	456	expected	describe	simple	The teacher describes	2
913	5	457	unexpected	desert	simple	The teacher desert	2
914	5	457	expected	desert	simple	The teacher deserts	2
915	5	458	unexpected	deserve	simple	The teacher deserve	2
916	5	458	expected	deserve	simple	The teacher deserves	2
917	5	459	unexpected	designate	simple	The teacher designate	2
918	5	459	expected	designate	simple	The teacher designates	2
919	5	460	unexpected	design	simple	The teacher design	2
920	5	460	expected	design	simple	The teacher designs	2
921	5	461	unexpected	desist	simple	The teacher desist	2
922	5	461	expected	desist	simple	The teacher desists	2
923	5	462	unexpected	destabilize	simple	The teacher destabilize	2
924	5	462	expected	destabilize	simple	The teacher destabilizes	2
925	5	463	unexpected	destroy	simple	The teacher destroy	2
926	5	463	expected	destroy	simple	The teacher destroys	2
927	5	464	unexpected	detect	simple	The teacher detect	2
928	5	464	expected	detect	simple	The teacher detects	2
929	5	465	unexpected	deteriorate	simple	The teacher deteriorate	2
930	5	465	expected	deteriorate	simple	The teacher deteriorates	2
931	5	466	unexpected	determine	simple	The teacher determine	2
932	5	466	expected	determine	simple	The teacher determines	2
933	5	467	unexpected	deter	simple	The teacher deter	2
934	5	467	expected	deter	simple	The teacher deters	2
935	5	468	unexpected	detract	simple	The teacher detract	2
936	5	468	expected	detract	simple	The teacher detracts	2
937	5	469	unexpected	develop	simple	The teacher develop	2
938	5	469	expected	develop	simple	The teacher develops	2
939	5	470	unexpected	devise	simple	The teacher devise	2
940	5	470	expected	devise	simple	The teacher devises	2
941	5	471	unexpected	devote	simple	The teacher devote	2
942	5	471	expected	devote	simple	The teacher devotes	2
943	5	472	unexpected	dial	simple	The teacher dial	2
944	5	472	expected	dial	simple	The teacher dials	2
945	5	473	unexpected	dictate	simple	The teacher dictate	2
946	5	473	expected	dictate	simple	The teacher dictates	2
947	5	474	unexpected	die	simple	The teacher die	2
948	5	474	expected	die	simple	The teacher dies	2
949	5	475	unexpected	differentiate	simple	The teacher differentiate	2
950	5	475	expected	differentiate	simple	The teacher differentiates	2
951	5	476	unexpected	differ	simple	The teacher differ	2
952	5	476	expected	differ	simple	The teacher differs	2
953	5	477	unexpected	digest	simple	The teacher digest	2
954	5	477	expected	digest	simple	The teacher digests	2
955	5	478	unexpected	dignify	simple	The teacher dignify	2
956	5	478	expected	dignify	simple	The teacher dignifies	2
957	5	479	unexpected	dig	simple	The teacher dig	2
958	5	479	expected	dig	simple	The teacher digs	2
959	5	480	unexpected	dilute	simple	The teacher dilute	2
960	5	480	expected	dilute	simple	The teacher dilutes	2
961	5	481	unexpected	diminish	simple	The teacher diminish	2
962	5	481	expected	diminish	simple	The teacher diminishes	2
963	5	482	unexpected	dip	simple	The teacher dip	2
964	5	482	expected	dip	simple	The teacher dips	2
965	5	483	unexpected	direct	simple	The teacher direct	2
966	5	483	expected	direct	simple	The teacher directs	2
967	5	484	unexpected	disagree	simple	The teacher disagree	2
968	5	484	expected	disagree	simple	The teacher disagrees	2
969	5	485	unexpected	disappear	simple	The teacher disappear	2
970	5	485	expected	disappear	simple	The teacher disappears	2
971	5	486	unexpected	disappoint	simple	The teacher disappoint	2
972	5	486	expected	disappoint	simple	The teacher disappoints	2
973	5	487	unexpected	disarm	simple	The teacher disarm	2
974	5	487	expected	disarm	simple	The teacher disarms	2
975	5	488	unexpected	disassemble	simple	The teacher disassemble	2
976	5	488	expected	disassemble	simple	The teacher disassembles	2
977	5	489	unexpected	disassociate	simple	The teacher disassociate	2
978	5	489	expected	disassociate	simple	The teacher disassociates	2
979	5	490	unexpected	disband	simple	The teacher disband	2
980	5	490	expected	disband	simple	The teacher disbands	2
981	6	491	unexpected	discard	simple	The officer discard	2
982	6	491	expected	discard	simple	The officer discards	2
983	6	492	unexpected	discern	simple	The officer discern	2
984	6	492	expected	discern	simple	The officer discerns	2
985	6	493	unexpected	disclose	simple	The officer disclose	2
986	6	493	expected	disclose	simple	The officer discloses	2
987	6	494	unexpected	discomfit	simple	The officer discomfit	2
988	6	494	expected	discomfit	simple	The officer discomfits	2
989	6	495	unexpected	disconnect	simple	The officer disconnect	2
990	6	495	expected	disconnect	simple	The officer disconnects	2
991	6	496	unexpected	discontinue	simple	The officer discontinue	2
992	6	496	expected	discontinue	simple	The officer discontinues	2
993	6	497	unexpected	discount	simple	The officer discount	2
994	6	497	expected	discount	simple	The officer discounts	2
995	6	498	unexpected	discourage	simple	The officer discourage	2
996	6	498	expected	discourage	simple	The officer discourages	2
997	6	499	unexpected	discover	simple	The officer discover	2
998	6	499	expected	discover	simple	The officer discovers	2
999	6	500	unexpected	discredit	simple	The officer discredit	2
1000	6	500	expected	discredit	simple	The officer discredits	2
1001	6	501	unexpected	discuss	simple	The officer discuss	2
1002	6	501	expected	discuss	simple	The officer discusses	2
1003	6	502	unexpected	disdain	simple	The officer disdain	2
1004	6	502	expected	disdain	simple	The officer disdains	2
1005	6	503	unexpected	disengage	simple	The officer disengage	2
1006	6	503	expected	disengage	simple	The officer disengages	2
1007	6	504	unexpected	disguise	simple	The officer disguise	2
1008	6	504	expected	disguise	simple	The officer disguises	2
1009	6	505	unexpected	dish	simple	The officer dish	2
1010	6	505	expected	dish	simple	The officer dishes	2
1011	6	506	unexpected	dislike	simple	The officer dislike	2
1012	6	506	expected	dislike	simple	The officer dislikes	2
1013	6	507	unexpected	dismantle	simple	The officer dismantle	2
1014	6	507	expected	dismantle	simple	The officer dismantles	2
1015	6	508	unexpected	dismember	simple	The officer dismember	2
1016	6	508	expected	dismember	simple	The officer dismembers	2
1017	6	509	unexpected	dismiss	simple	The officer dismiss	2
1018	6	509	expected	dismiss	simple	The officer dismisses	2
1019	6	510	unexpected	disobey	simple	The officer disobey	2
1020	6	510	expected	disobey	simple	The officer disobeys	2
1021	6	511	unexpected	disparage	simple	The officer disparage	2
1022	6	511	expected	disparage	simple	The officer disparages	2
1023	6	512	unexpected	dispatch	simple	The officer dispatch	2
1024	6	512	expected	dispatch	simple	The officer dispatches	2
1025	6	513	unexpected	dispel	simple	The officer dispel	2
1026	6	513	expected	dispel	simple	The officer dispels	2
1027	6	514	unexpected	dispense	simple	The officer dispense	2
1028	6	514	expected	dispense	simple	The officer dispenses	2
1029	6	515	unexpected	displace	simple	The officer displace	2
1030	6	515	expected	displace	simple	The officer displaces	2
1031	6	516	unexpected	display	simple	The officer display	2
1032	6	516	expected	display	simple	The officer displays	2
1033	6	517	unexpected	dispose	simple	The officer dispose	2
1034	6	517	expected	dispose	simple	The officer disposes	2
1035	6	518	unexpected	disprove	simple	The officer disprove	2
1036	6	518	expected	disprove	simple	The officer disproves	2
1037	6	519	unexpected	dispute	simple	The officer dispute	2
1038	6	519	expected	dispute	simple	The officer disputes	2
1039	6	520	unexpected	disqualify	simple	The officer disqualify	2
1040	6	520	expected	disqualify	simple	The officer disqualifies	2
1041	6	521	unexpected	disregard	simple	The officer disregard	2
1042	6	521	expected	disregard	simple	The officer disregards	2
1043	6	522	unexpected	disrupt	simple	The officer disrupt	2
1044	6	522	expected	disrupt	simple	The officer disrupts	2
1045	6	523	unexpected	dissipate	simple	The officer dissipate	2
1046	6	523	expected	dissipate	simple	The officer dissipates	2
1047	6	524	unexpected	dissociate	simple	The officer dissociate	2
1048	6	524	expected	dissociate	simple	The officer dissociates	2
1049	6	525	unexpected	dissolve	simple	The officer dissolve	2
1050	6	525	expected	dissolve	simple	The officer dissolves	2
1051	6	526	unexpected	dissuade	simple	The officer dissuade	2
1052	6	526	expected	dissuade	simple	The officer dissuades	2
1053	6	527	unexpected	distance	simple	The officer distance	2
1054	6	527	expected	distance	simple	The officer distances	2
1055	6	528	unexpected	distinguish	simple	The officer distinguish	2
1056	6	528	expected	distinguish	simple	The officer distinguishes	2
1057	6	529	unexpected	distort	simple	The officer distort	2
1058	6	529	expected	distort	simple	The officer distorts	2
1059	6	530	unexpected	distract	simple	The officer distract	2
1060	6	530	expected	distract	simple	The officer distracts	2
1061	6	531	unexpected	distribute	simple	The officer distribute	2
1062	6	531	expected	distribute	simple	The officer distributes	2
1063	6	532	unexpected	disturb	simple	The officer disturb	2
1064	6	532	expected	disturb	simple	The officer disturbs	2
1065	6	533	unexpected	diverge	simple	The officer diverge	2
1066	6	533	expected	diverge	simple	The officer diverges	2
1067	6	534	unexpected	diversify	simple	The officer diversify	2
1068	6	534	expected	diversify	simple	The officer diversifies	2
1069	6	535	unexpected	divert	simple	The officer divert	2
1070	6	535	expected	divert	simple	The officer diverts	2
1071	6	536	unexpected	divest	simple	The officer divest	2
1072	6	536	expected	divest	simple	The officer divests	2
1073	6	537	unexpected	divide	simple	The officer divide	2
1074	6	537	expected	divide	simple	The officer divides	2
1075	6	538	unexpected	doctor	simple	The officer doctor	2
1076	6	538	expected	doctor	simple	The officer doctors	2
1077	6	539	unexpected	document	simple	The officer document	2
1078	6	539	expected	document	simple	The officer documents	2
1079	6	540	unexpected	dole	simple	The officer dole	2
1080	6	540	expected	dole	simple	The officer doles	2
1081	6	541	unexpected	dominate	simple	The officer dominate	2
1082	6	541	expected	dominate	simple	The officer dominates	2
1083	6	542	unexpected	donate	simple	The officer donate	2
1084	6	542	expected	donate	simple	The officer donates	2
1085	6	543	unexpected	don	simple	The officer don	2
1086	6	543	expected	don	simple	The officer dons	2
1087	6	544	unexpected	double	simple	The officer double	2
1088	6	544	expected	double	simple	The officer doubles	2
1089	6	545	unexpected	doubt	simple	The officer doubt	2
1090	6	545	expected	doubt	simple	The officer doubts	2
1091	6	546	unexpected	do	simple	The officer do	2
1092	6	546	expected	do	simple	The officer does	2
1093	6	547	unexpected	downsize	simple	The officer downsize	2
1094	6	547	expected	downsize	simple	The officer downsizes	2
1095	6	548	unexpected	draft	simple	The officer draft	2
1096	6	548	expected	draft	simple	The officer drafts	2
1097	6	549	unexpected	drag	simple	The officer drag	2
1098	6	549	expected	drag	simple	The officer drags	2
1099	6	550	unexpected	drain	simple	The officer drain	2
1100	6	550	expected	drain	simple	The officer drains	2
1101	6	551	unexpected	drape	simple	The officer drape	2
1102	6	551	expected	drape	simple	The officer drapes	2
1103	6	552	unexpected	draw	simple	The officer draw	2
1104	6	552	expected	draw	simple	The officer draws	2
1105	6	553	unexpected	dream	simple	The officer dream	2
1106	6	553	expected	dream	simple	The officer dreams	2
1107	6	554	unexpected	dress	simple	The officer dress	2
1108	6	554	expected	dress	simple	The officer dresses	2
1109	6	555	unexpected	drift	simple	The officer drift	2
1110	6	555	expected	drift	simple	The officer drifts	2
1111	6	556	unexpected	drill	simple	The officer drill	2
1112	6	556	expected	drill	simple	The officer drills	2
1113	6	557	unexpected	drink	simple	The officer drink	2
1114	6	557	expected	drink	simple	The officer drinks	2
1115	6	558	unexpected	drive	simple	The officer drive	2
1116	6	558	expected	drive	simple	The officer drives	2
1117	6	559	unexpected	drop	simple	The officer drop	2
1118	6	559	expected	drop	simple	The officer drops	2
1119	6	560	unexpected	drown	simple	The officer drown	2
1120	6	560	expected	drown	simple	The officer drowns	2
1121	6	561	unexpected	drum	simple	The officer drum	2
1122	6	561	expected	drum	simple	The officer drums	2
1123	6	562	unexpected	dry	simple	The officer dry	2
1124	6	562	expected	dry	simple	The officer dries	2
1125	6	563	unexpected	dump	simple	The officer dump	2
1126	6	563	expected	dump	simple	The officer dumps	2
1127	6	564	unexpected	duplicate	simple	The officer duplicate	2
1128	6	564	expected	duplicate	simple	The officer duplicates	2
1129	6	565	unexpected	dwarf	simple	The officer dwarf	2
1130	6	565	expected	dwarf	simple	The officer dwarfs	2
1131	6	566	unexpected	earmark	simple	The officer earmark	2
1132	6	566	expected	earmark	simple	The officer earmarks	2
1133	6	567	unexpected	earn	simple	The officer earn	2
1134	6	567	expected	earn	simple	The officer earns	2
1135	6	568	unexpected	ease	simple	The officer ease	2
1136	6	568	expected	ease	simple	The officer eases	2
1137	6	569	unexpected	eat	simple	The officer eat	2
1138	6	569	expected	eat	simple	The officer eats	2
1139	6	570	unexpected	eavesdrop	simple	The officer eavesdrop	2
1140	6	570	expected	eavesdrop	simple	The officer eavesdrops	2
1141	6	571	unexpected	ebb	simple	The officer ebb	2
1142	6	571	expected	ebb	simple	The officer ebbs	2
1143	6	572	unexpected	echo	simple	The officer echo	2
1144	6	572	expected	echo	simple	The officer echoes	2
1145	6	573	unexpected	eclipse	simple	The officer eclipse	2
1146	6	573	expected	eclipse	simple	The officer eclipses	2
1147	6	574	unexpected	economize	simple	The officer economize	2
1148	6	574	expected	economize	simple	The officer economizes	2
1149	6	575	unexpected	edge	simple	The officer edge	2
1150	6	575	expected	edge	simple	The officer edges	2
1151	6	576	unexpected	edit	simple	The officer edit	2
1152	6	576	expected	edit	simple	The officer edits	2
1153	6	577	unexpected	educate	simple	The officer educate	2
1154	6	577	expected	educate	simple	The officer educates	2
1155	6	578	unexpected	effect	simple	The officer effect	2
1156	6	578	expected	effect	simple	The officer effects	2
1157	6	579	unexpected	elaborate	simple	The officer elaborate	2
1158	6	579	expected	elaborate	simple	The officer elaborates	2
1159	6	580	unexpected	elect	simple	The officer elect	2
1160	6	580	expected	elect	simple	The officer elects	2
1161	6	581	unexpected	eliminate	simple	The officer eliminate	2
1162	6	581	expected	eliminate	simple	The officer eliminates	2
1163	6	582	unexpected	elongate	simple	The officer elongate	2
1164	6	582	expected	elongate	simple	The officer elongates	2
1165	6	583	unexpected	emasculate	simple	The officer emasculate	2
1166	6	583	expected	emasculate	simple	The officer emasculates	2
1167	6	584	unexpected	embark	simple	The officer embark	2
1168	6	584	expected	embark	simple	The officer embarks	2
1169	6	585	unexpected	embarrass	simple	The officer embarrass	2
1170	6	585	expected	embarrass	simple	The officer embarrasses	2
1171	6	586	unexpected	embellish	simple	The officer embellish	2
1172	6	586	expected	embellish	simple	The officer embellishes	2
1173	6	587	unexpected	embrace	simple	The officer embrace	2
1174	6	587	expected	embrace	simple	The officer embraces	2
1175	6	588	unexpected	emerge	simple	The officer emerge	2
1176	6	588	expected	emerge	simple	The officer emerges	2
1177	7	589	unexpected	emote	simple	The consultants emotes	2
1178	7	589	expected	emote	simple	The consultants emote	2
1179	7	590	unexpected	empathize	simple	The consultants empathizes	2
1180	7	590	expected	empathize	simple	The consultants empathize	2
1181	7	591	unexpected	emphasize	simple	The consultants emphasizes	2
1182	7	591	expected	emphasize	simple	The consultants emphasize	2
1183	7	592	unexpected	emphaticize	simple	The consultants emphaticizes	2
1184	7	592	expected	emphaticize	simple	The consultants emphaticize	2
1185	7	593	unexpected	employ	simple	The consultants employs	2
1186	7	593	expected	employ	simple	The consultants employ	2
1187	7	594	unexpected	empty	simple	The consultants empties	2
1188	7	594	expected	empty	simple	The consultants empty	2
1189	7	595	unexpected	emulate	simple	The consultants emulates	2
1190	7	595	expected	emulate	simple	The consultants emulate	2
1191	7	596	unexpected	enable	simple	The consultants enables	2
1192	7	596	expected	enable	simple	The consultants enable	2
1193	7	597	unexpected	enact	simple	The consultants enacts	2
1194	7	597	expected	enact	simple	The consultants enact	2
1195	7	598	unexpected	encapsulate	simple	The consultants encapsulates	2
1196	7	598	expected	encapsulate	simple	The consultants encapsulate	2
1197	7	599	unexpected	encompass	simple	The consultants encompasses	2
1198	7	599	expected	encompass	simple	The consultants encompass	2
1199	7	600	unexpected	encounter	simple	The consultants encounters	2
1200	7	600	expected	encounter	simple	The consultants encounter	2
1201	7	601	unexpected	encourage	simple	The consultants encourages	2
1202	7	601	expected	encourage	simple	The consultants encourage	2
1203	7	602	unexpected	endanger	simple	The consultants endangers	2
1204	7	602	expected	endanger	simple	The consultants endanger	2
1205	7	603	unexpected	endeavor	simple	The consultants endeavors	2
1206	7	603	expected	endeavor	simple	The consultants endeavor	2
1207	7	604	unexpected	endorse	simple	The consultants endorses	2
1208	7	604	expected	endorse	simple	The consultants endorse	2
1209	7	605	unexpected	endure	simple	The consultants endures	2
1210	7	605	expected	endure	simple	The consultants endure	2
1211	7	606	unexpected	end	simple	The consultants ends	2
1212	7	606	expected	end	simple	The consultants end	2
1213	7	607	unexpected	enforce	simple	The consultants enforces	2
1214	7	607	expected	enforce	simple	The consultants enforce	2
1215	7	608	unexpected	engage	simple	The consultants engages	2
1216	7	608	expected	engage	simple	The consultants engage	2
1217	7	609	unexpected	engineer	simple	The consultants engineers	2
1218	7	609	expected	engineer	simple	The consultants engineer	2
1219	7	610	unexpected	enhance	simple	The consultants enhances	2
1220	7	610	expected	enhance	simple	The consultants enhance	2
1221	7	611	unexpected	enjoin	simple	The consultants enjoins	2
1222	7	611	expected	enjoin	simple	The consultants enjoin	2
1223	7	612	unexpected	enjoy	simple	The consultants enjoys	2
1224	7	612	expected	enjoy	simple	The consultants enjoy	2
1225	7	613	unexpected	enlarge	simple	The consultants enlarges	2
1226	7	613	expected	enlarge	simple	The consultants enlarge	2
1227	7	614	unexpected	enlist	simple	The consultants enlists	2
1228	7	614	expected	enlist	simple	The consultants enlist	2
1229	7	615	unexpected	enroll	simple	The consultants enrolls	2
1230	7	615	expected	enroll	simple	The consultants enroll	2
1231	7	616	unexpected	ensue	simple	The consultants ensues	2
1232	7	616	expected	ensue	simple	The consultants ensue	2
1233	7	617	unexpected	ensure	simple	The consultants ensures	2
1234	7	617	expected	ensure	simple	The consultants ensure	2
1235	7	618	unexpected	entail	simple	The consultants entails	2
1236	7	618	expected	entail	simple	The consultants entail	2
1237	7	619	unexpected	enter	simple	The consultants enters	2
1238	7	619	expected	enter	simple	The consultants enter	2
1239	7	620	unexpected	entice	simple	The consultants entices	2
1240	7	620	expected	entice	simple	The consultants entice	2
1241	7	621	unexpected	entitle	simple	The consultants entitles	2
1242	7	621	expected	entitle	simple	The consultants entitle	2
1243	7	622	unexpected	entrench	simple	The consultants entrenches	2
1244	7	622	expected	entrench	simple	The consultants entrench	2
1245	7	623	unexpected	entrust	simple	The consultants entrusts	2
1246	7	623	expected	entrust	simple	The consultants entrust	2
1247	7	624	unexpected	envision	simple	The consultants envisions	2
1248	7	624	expected	envision	simple	The consultants envision	2
1249	7	625	unexpected	equal	simple	The consultants equals	2
1250	7	625	expected	equal	simple	The consultants equal	2
1251	7	626	unexpected	equate	simple	The consultants equates	2
1252	7	626	expected	equate	simple	The consultants equate	2
1253	7	627	unexpected	equip	simple	The consultants equips	2
1254	7	627	expected	equip	simple	The consultants equip	2
1255	7	628	unexpected	eradicate	simple	The consultants eradicates	2
1256	7	628	expected	eradicate	simple	The consultants eradicate	2
1257	7	629	unexpected	erase	simple	The consultants erases	2
1258	7	629	expected	erase	simple	The consultants erase	2
1259	7	630	unexpected	erect	simple	The consultants erects	2
1260	7	630	expected	erect	simple	The consultants erect	2
1261	7	631	unexpected	erode	simple	The consultants erodes	2
1262	7	631	expected	erode	simple	The consultants erode	2
1263	7	632	unexpected	erupt	simple	The consultants erupts	2
1264	7	632	expected	erupt	simple	The consultants erupt	2
1265	7	633	unexpected	escalate	simple	The consultants escalates	2
1266	7	633	expected	escalate	simple	The consultants escalate	2
1267	7	634	unexpected	escape	simple	The consultants escapes	2
1268	7	634	expected	escape	simple	The consultants escape	2
1269	7	635	unexpected	establish	simple	The consultants establishes	2
1270	7	635	expected	establish	simple	The consultants establish	2
1271	7	636	unexpected	estimate	simple	The consultants estimates	2
1272	7	636	expected	estimate	simple	The consultants estimate	2
1273	7	637	unexpected	evade	simple	The consultants evades	2
1274	7	637	expected	evade	simple	The consultants evade	2
1275	7	638	unexpected	evaluate	simple	The consultants evaluates	2
1276	7	638	expected	evaluate	simple	The consultants evaluate	2
1277	7	639	unexpected	evaporate	simple	The consultants evaporates	2
1278	7	639	expected	evaporate	simple	The consultants evaporate	2
1279	7	640	unexpected	even	simple	The consultants evens	2
1280	7	640	expected	even	simple	The consultants even	2
1281	7	641	unexpected	evolve	simple	The consultants evolves	2
1282	7	641	expected	evolve	simple	The consultants evolve	2
1283	7	642	unexpected	exacerbate	simple	The consultants exacerbates	2
1284	7	642	expected	exacerbate	simple	The consultants exacerbate	2
1285	7	643	unexpected	exaggerate	simple	The consultants exaggerates	2
1286	7	643	expected	exaggerate	simple	The consultants exaggerate	2
1287	7	644	unexpected	examine	simple	The consultants examines	2
1288	7	644	expected	examine	simple	The consultants examine	2
1289	7	645	unexpected	exceed	simple	The consultants exceeds	2
1290	7	645	expected	exceed	simple	The consultants exceed	2
1291	7	646	unexpected	except	simple	The consultants excepts	2
1292	7	646	expected	except	simple	The consultants except	2
1293	7	647	unexpected	exchange	simple	The consultants exchanges	2
1294	7	647	expected	exchange	simple	The consultants exchange	2
1295	7	648	unexpected	exclude	simple	The consultants excludes	2
1296	7	648	expected	exclude	simple	The consultants exclude	2
1297	7	649	unexpected	excorciate	simple	The consultants excorciates	2
1298	7	649	expected	excorciate	simple	The consultants excorciate	2
1299	7	650	unexpected	excuse	simple	The consultants excuses	2
1300	7	650	expected	excuse	simple	The consultants excuse	2
1301	7	651	unexpected	execute	simple	The consultants executes	2
1302	7	651	expected	execute	simple	The consultants execute	2
1303	7	652	unexpected	exempt	simple	The consultants exempts	2
1304	7	652	expected	exempt	simple	The consultants exempt	2
1305	7	653	unexpected	exercise	simple	The consultants exercises	2
1306	7	653	expected	exercise	simple	The consultants exercise	2
1307	7	654	unexpected	exhaust	simple	The consultants exhausts	2
1308	7	654	expected	exhaust	simple	The consultants exhaust	2
1309	7	655	unexpected	exhibit	simple	The consultants exhibits	2
1310	7	655	expected	exhibit	simple	The consultants exhibit	2
1311	7	656	unexpected	exist	simple	The consultants exists	2
1312	7	656	expected	exist	simple	The consultants exist	2
1313	7	657	unexpected	exit	simple	The consultants exits	2
1314	7	657	expected	exit	simple	The consultants exit	2
1315	7	658	unexpected	exorcise	simple	The consultants exorcises	2
1316	7	658	expected	exorcise	simple	The consultants exorcise	2
1317	7	659	unexpected	expand	simple	The consultants expands	2
1318	7	659	expected	expand	simple	The consultants expand	2
1319	7	660	unexpected	expect	simple	The consultants expects	2
1320	7	660	expected	expect	simple	The consultants expect	2
1321	7	661	unexpected	expedite	simple	The consultants expedites	2
1322	7	661	expected	expedite	simple	The consultants expedite	2
1323	7	662	unexpected	expel	simple	The consultants expels	2
1324	7	662	expected	expel	simple	The consultants expel	2
1325	7	663	unexpected	experience	simple	The consultants experiences	2
1326	7	663	expected	experience	simple	The consultants experience	2
1327	7	664	unexpected	expire	simple	The consultants expires	2
1328	7	664	expected	expire	simple	The consultants expire	2
1329	7	665	unexpected	explain	simple	The consultants explains	2
1330	7	665	expected	explain	simple	The consultants explain	2
1331	7	666	unexpected	explode	simple	The consultants explodes	2
1332	7	666	expected	explode	simple	The consultants explode	2
1333	7	667	unexpected	exploit	simple	The consultants exploits	2
1334	7	667	expected	exploit	simple	The consultants exploit	2
1335	7	668	unexpected	explore	simple	The consultants explores	2
1336	7	668	expected	explore	simple	The consultants explore	2
1337	7	669	unexpected	export	simple	The consultants exports	2
1338	7	669	expected	export	simple	The consultants export	2
1339	7	670	unexpected	expose	simple	The consultants exposes	2
1340	7	670	expected	expose	simple	The consultants expose	2
1341	7	671	unexpected	express	simple	The consultants expresses	2
1342	7	671	expected	express	simple	The consultants express	2
1343	7	672	unexpected	expunge	simple	The consultants expunges	2
1344	7	672	expected	expunge	simple	The consultants expunge	2
1345	7	673	unexpected	extend	simple	The consultants extends	2
1346	7	673	expected	extend	simple	The consultants extend	2
1347	7	674	unexpected	extinguish	simple	The consultants extinguishes	2
1348	7	674	expected	extinguish	simple	The consultants extinguish	2
1349	7	675	unexpected	extort	simple	The consultants extorts	2
1350	7	675	expected	extort	simple	The consultants extort	2
1351	7	676	unexpected	extract	simple	The consultants extracts	2
1352	7	676	expected	extract	simple	The consultants extract	2
1353	7	677	unexpected	extricate	simple	The consultants extricates	2
1354	7	677	expected	extricate	simple	The consultants extricate	2
1355	7	678	unexpected	fabricate	simple	The consultants fabricates	2
1356	7	678	expected	fabricate	simple	The consultants fabricate	2
1357	7	679	unexpected	face	simple	The consultants faces	2
1358	7	679	expected	face	simple	The consultants face	2
1359	7	680	unexpected	facilitate	simple	The consultants facilitates	2
1360	7	680	expected	facilitate	simple	The consultants facilitate	2
1361	7	681	unexpected	factor	simple	The consultants factors	2
1362	7	681	expected	factor	simple	The consultants factor	2
1363	7	682	unexpected	fade	simple	The consultants fades	2
1364	7	682	expected	fade	simple	The consultants fade	2
1365	7	683	unexpected	fail	simple	The consultants fails	2
1366	7	683	expected	fail	simple	The consultants fail	2
1367	7	684	unexpected	fall	simple	The consultants falls	2
1368	7	684	expected	fall	simple	The consultants fall	2
1369	7	685	unexpected	falsify	simple	The consultants falsifies	2
1370	7	685	expected	falsify	simple	The consultants falsify	2
1371	7	686	unexpected	familiarize	simple	The consultants familiarizes	2
1372	7	686	expected	familiarize	simple	The consultants familiarize	2
1373	8	687	unexpected	fantasize	simple	The author fantasize	2
1374	8	687	expected	fantasize	simple	The author fantasizes	2
1375	8	688	unexpected	fare	simple	The author fare	2
1376	8	688	expected	fare	simple	The author fares	2
1377	8	689	unexpected	farm	simple	The author farm	2
1378	8	689	expected	farm	simple	The author farms	2
1379	8	690	unexpected	fashion	simple	The author fashion	2
1380	8	690	expected	fashion	simple	The author fashions	2
1381	8	691	unexpected	favor	simple	The author favor	2
1382	8	691	expected	favor	simple	The author favors	2
1383	8	692	unexpected	fear	simple	The author fear	2
1384	8	692	expected	fear	simple	The author fears	2
1385	8	693	unexpected	feature	simple	The author feature	2
1386	8	693	expected	feature	simple	The author features	2
1387	8	694	unexpected	feed	simple	The author feed	2
1388	8	694	expected	feed	simple	The author feeds	2
1389	8	695	unexpected	feel	simple	The author feel	2
1390	8	695	expected	feel	simple	The author feels	2
1391	8	696	unexpected	fend	simple	The author fend	2
1392	8	696	expected	fend	simple	The author fends	2
1393	8	697	unexpected	ferret	simple	The author ferret	2
1394	8	697	expected	ferret	simple	The author ferrets	2
1395	8	698	unexpected	ferry	simple	The author ferry	2
1396	8	698	expected	ferry	simple	The author ferries	2
1397	8	699	unexpected	fester	simple	The author fester	2
1398	8	699	expected	fester	simple	The author festers	2
1399	8	700	unexpected	fetch	simple	The author fetch	2
1400	8	700	expected	fetch	simple	The author fetches	2
1401	8	701	unexpected	field	simple	The author field	2
1402	8	701	expected	field	simple	The author fields	2
1403	8	702	unexpected	fight	simple	The author fight	2
1404	8	702	expected	fight	simple	The author fights	2
1405	8	703	unexpected	figure	simple	The author figure	2
1406	8	703	expected	figure	simple	The author figures	2
1407	8	704	unexpected	file	simple	The author file	2
1408	8	704	expected	file	simple	The author files	2
